city_code,total_credit,total_debit,regular_charges,penalty_charges,total_amount_payed_online,total_td_accounts_amount,total_loan_accounts_amount,total_td_account_count,total_loan_account_count,customer_goodness,age,customer_name
3,66593,20489,86,0,46372,24893,20943,4,1,62,50,Youthful Koala 546
2,97355,24812,275,134,42644,14068,21794,4,1,73,40,Youthful Artist 710
1,50307,7506,285,166,7057,17330,13479,3,2,45,21,Eager Panda 327
10,54224,14764,84,186,42248,801,44507,2,1,72,21,Witty Giraffe 869
7,46459,833,231,106,46425,18947,13540,4,1,60,56,Silly Giraffe 763
8,71990,879,146,101,46849,24136,17105,3,2,70,56,Merry Tiger 58
4,34188,34815,21,172,156,1758,24514,1,1,34,21,Zealous Yak 371
2,4531,29044,354,75,10831,13426,28605,3,1,28,50,Energetic Owl 850
9,56059,36850,442,64,7953,16047,46287,3,2,49,21,Vibrant Wolf 54
9,28848,15803,370,174,26929,12634,14665,1,1,43,30,Optimistic Horse 756
6,75052,30243,266,34,27459,17507,26533,1,2,58,40,Gentle Panda 240
1,18005,36027,199,157,44877,17638,38698,3,1,46,50,Kind Bear 115
2,84665,5538,333,175,44516,18082,20001,1,1,75,56,Thoughtful Lion 922
10,76330,36332,76,154,29544,5058,24921,3,1,59,40,Silly Monkey 473
5,38283,27790,250,95,14535,22925,27838,3,2,40,30,Happy Giraffe 175
2,18053,8753,471,184,17938,12425,9507,2,2,36,50,Rational Monkey 781
2,85663,20497,140,27,31185,27921,30956,1,2,67,50,Calm Squirrel 579
5,34828,2639,13,87,5211,22849,27825,2,1,45,50,Quiet Lion 127
1,11311,12740,106,192,35457,4705,33343,4,1,49,56,Energetic Wolf 875
4,51303,45779,230,23,37477,16113,40976,2,1,53,40,Fancy Wolf 709
10,4992,45919,262,153,45847,744,26039,2,2,37,30,Zealous Zebra 931
8,16919,39979,363,81,3865,27699,2187,3,1,13,21,Fancy Xerus 521
7,14108,1623,195,8,18264,17951,8874,3,1,36,21,Youthful Bear 311
4,50397,39270,229,10,39689,19306,15957,2,2,46,21,Fancy Panda 878
5,33495,13395,309,86,30293,6160,36020,2,2,56,40,Merry Owl 933
2,72743,21990,309,172,42460,9622,46523,3,2,75,50,Noble Giraffe 626
4,11710,31348,438,156,18911,16391,30655,2,1,33,30,Unique Quokka 209
9,31261,22713,453,119,36975,9492,37508,3,2,54,56,Gentle Squirrel 714
2,30571,2510,384,0,39814,12231,46746,4,2,65,50,Vibrant Cheetah 825
2,74982,46237,139,77,44595,29899,23290,2,2,55,56,Vibrant Lion 361
8,88098,2105,65,73,33940,676,4022,4,1,71,50,Zealous Dragon 666
7,49779,11997,153,11,3544,19257,42688,3,2,52,21,Happy Monkey 507
10,56606,19442,281,35,43080,23588,39546,3,2,65,50,Witty Horse 178
9,79893,47018,432,169,3628,22104,43619,1,1,50,21,Thoughtful Rabbit 91
4,87250,24279,112,110,1517,1171,32547,2,1,61,21,Delightful Quokka 693
9,76609,11320,14,25,14705,17444,31353,3,2,63,30,Lively Cheetah 182
5,26641,39476,328,11,29412,1724,3938,1,2,33,30,Gentle Narwhal 904
9,8224,30645,268,142,46815,17069,20395,1,1,38,56,Witty Giraffe 774
3,21881,40476,245,74,26103,25018,13148,2,2,28,56,Rational Zebra 945
1,62337,10045,114,191,45026,14491,33602,4,1,71,40,Noble Monkey 285
10,55340,17167,97,148,40033,1718,30278,4,2,65,40,Jolly Yak 25
6,51275,24998,258,117,23954,20296,17866,3,1,46,56,Calm Narwhal 641
8,8245,26644,18,155,12833,14706,46901,2,2,37,30,Gentle Wolf 393
7,41676,13053,205,158,26202,28055,43375,3,2,56,21,Calm Eagle 16
2,3593,36678,157,34,25678,14493,25384,1,1,29,40,Energetic Yak 110
7,65686,2709,272,110,34040,12713,46951,4,2,76,30,Proud Horse 381
7,25341,38012,431,164,33636,12584,8949,4,2,34,21,Youthful Eagle 58
2,70998,25817,48,71,23175,18130,22492,1,2,55,40,Merry Iguana 183
5,53693,44950,401,18,852,18492,39082,4,2,40,30,Noble Dragon 238
5,6363,21789,225,37,15282,15665,9371,4,1,25,56,Quiet Quokka 49
9,14782,1753,464,120,5460,29686,33489,3,1,38,30,Happy Bear 854
6,91266,32545,275,179,25534,18619,45791,3,1,70,40,Xenial Vulture 474
4,87703,4239,342,126,37432,20015,28717,1,2,77,21,Gentle Panda 405
4,81760,6815,350,133,14246,17793,4754,1,1,56,40,Rational Wolf 803
3,57544,49680,294,104,34737,12673,22765,4,1,47,50,Noble Lion 131
5,36659,34127,378,12,19277,10463,25421,1,2,41,56,Delightful Bear 208
9,95918,33174,379,160,33626,26515,29841,1,2,67,50,Xenial Wolf 624
4,91035,17096,323,121,36631,10199,1410,2,2,65,40,Unique Jaguar 517
2,2686,27321,169,142,5066,12273,6377,2,1,18,40,Unique Horse 447
7,12986,19513,25,174,12503,2511,5324,4,2,29,30,Optimistic Bear 106
1,54762,22557,363,52,29690,22877,1065,1,1,44,30,Vibrant Jaguar 856
4,69362,11815,292,149,14592,6976,23221,4,1,59,50,Fancy Artist 406
5,47019,25128,27,22,3808,19886,39062,4,2,45,30,Quiet Tiger 345
6,19025,2203,490,156,28089,28381,4881,1,2,38,30,Xenial Dragon 833
7,42608,36281,132,20,49739,20934,38671,1,1,56,50,Energetic Giraffe 742
7,21331,35629,475,63,10723,14075,10882,2,2,25,30,Gentle Tiger 865
10,80616,40389,433,59,420,8281,13893,1,2,44,50,Vibrant Tiger 204
7,54680,3597,201,133,11508,15703,34866,2,2,58,21,Eager Dragon 190
4,41476,27151,343,156,8468,15492,43584,4,1,47,50,Optimistic Monkey 476
4,15025,14444,266,82,26974,18185,3093,2,1,33,30,Optimistic Lion 718
6,51929,8812,205,150,16167,17307,11072,2,2,48,56,Noble Quokka 501
10,57073,13101,78,147,13282,10317,7222,4,2,47,56,Delightful Xerus 113
10,65657,19623,67,10,46788,18380,35734,3,2,69,50,Gentle Koala 674
10,70850,16214,370,124,11037,19022,21387,2,2,54,56,Thoughtful Cheetah 342
2,5141,18126,54,160,3737,12474,35267,1,2,32,56,Gentle Xerus 8
6,38402,5980,301,113,14679,27606,39420,4,1,51,30,Zealous Horse 401
8,37832,47991,255,100,23635,2757,17513,1,2,36,21,Inventive Unicorn 521
4,17879,30068,120,99,8834,7432,25403,1,2,32,21,Gentle Iguana 905
1,32900,801,341,8,19471,7732,27430,2,1,53,30,Silly Cheetah 788
3,5370,43772,392,167,17285,17299,45867,3,2,31,21,Kind Lion 578
6,46752,10548,285,44,47644,25532,9916,2,1,55,50,Quiet Zebra 335
5,51868,8499,164,26,33917,11483,24982,1,1,61,21,Delightful Cheetah 750
9,49431,25258,184,119,19282,5356,44102,1,1,57,56,Zealous Owl 990
1,15056,590,346,153,25130,29243,16061,3,1,40,30,Xenial Zebra 243
2,11481,41797,171,54,25423,791,27998,4,1,34,40,Zealous Zebra 685
8,76157,4788,337,20,26093,28750,34638,2,1,68,56,Calm Wolf 799
1,75139,11949,175,30,26495,23053,10021,4,2,57,56,Silly Giraffe 129
2,30399,17081,396,44,34433,22073,5057,2,1,40,50,Noble Dragon 142
8,68323,17315,25,23,22726,628,19014,3,2,60,40,Delightful Tiger 333
8,94210,36226,120,109,36911,19432,30899,4,2,68,50,Happy Tiger 82
7,84063,7436,66,90,20075,11390,48072,1,1,77,30,Unique Squirrel 935
6,30246,44855,421,197,37088,5103,37178,4,2,47,40,Quiet Owl 361
1,14190,8174,189,195,16761,16230,12471,4,1,35,30,Inventive Tiger 11
7,6072,34021,294,121,29395,17302,2479,1,2,23,21,Proud Artist 67
3,50869,49099,339,60,39640,14436,44137,4,2,54,56,Unique Xerus 281
10,46296,37087,10,74,30552,12434,26630,4,1,47,21,Fancy Cheetah 603
3,75363,38271,272,102,41467,17897,33486,1,1,63,30,Proud Quokka 291
10,77067,16645,343,74,34754,1410,12573,1,2,65,50,Youthful Giraffe 68
3,7928,29917,361,191,24518,13141,11890,4,1,28,56,Eager Panda 895
5,97172,1346,399,43,1289,2244,41718,2,1,77,56,Calm Cheetah 76
10,26534,33262,106,152,27455,24267,5923,2,2,30,40,Gentle Bear 650
6,38036,29867,184,102,38348,5271,6891,4,1,44,21,Silly Bear 503
7,58052,31006,141,128,11523,24340,26115,1,2,44,30,Youthful Dragon 334
6,4790,41434,391,61,31760,1316,19399,3,1,31,30,Zealous Narwhal 664
3,71576,24962,368,195,9496,23461,1451,2,1,42,30,Merry Squirrel 206
6,20028,46991,66,150,23106,28772,23740,1,2,26,30,Inventive Eagle 787
6,91783,26950,373,72,34098,8067,9444,2,2,64,50,Thoughtful Iguana 698
7,25427,14442,465,106,27027,10814,16866,4,2,44,30,Rational Xerus 551
7,41917,2076,444,23,3854,18344,49041,4,2,56,50,Lively Narwhal 673
2,23208,38893,27,148,46559,23707,36587,3,1,45,50,Silly Unicorn 650
9,64964,6742,463,179,16515,9324,20930,1,2,59,40,Proud Rabbit 758
2,38353,39139,450,134,30215,27359,42073,2,2,46,40,Vibrant Iguana 189
6,24678,31025,483,148,39562,7212,11473,1,1,41,21,Eager Koala 30
4,84548,23979,283,24,3916,1573,47448,2,1,67,30,Youthful Artist 350
3,70592,24283,101,134,9606,28395,1655,4,2,40,50,Fancy Giraffe 886
1,47693,5087,69,59,2869,2666,42959,2,2,58,40,Zealous Koala 558
1,29308,11528,250,157,7305,1466,40407,3,2,49,30,Inventive Horse 68
10,87357,32321,277,102,4719,9265,15653,1,2,51,40,Witty Giraffe 772
10,42519,43718,65,144,22564,16015,18749,4,1,37,40,Silly Panda 496
4,47074,12242,16,55,1476,10308,27597,2,1,47,21,Eager Jaguar 281
1,20007,4696,94,181,39099,12262,33574,2,2,55,50,Merry Owl 373
2,83558,7877,220,54,49756,887,21631,2,2,80,50,Quiet Iguana 421
6,55441,12863,207,40,30040,25318,32578,1,1,59,40,Lively Owl 459
7,66033,2105,78,51,18711,22360,37880,3,1,65,30,Optimistic Dragon 88
2,42463,13074,149,177,12429,6890,33793,2,2,52,50,Calm Eagle 867
5,2918,15853,317,76,12339,19546,42584,2,1,37,21,Zealous Horse 325
7,30751,32471,165,7,44532,14410,4717,2,1,40,50,Kind Horse 211
5,3047,40276,40,42,42131,29193,31635,1,1,32,21,Silly Jaguar 580
2,3963,23126,241,140,48842,4283,31485,1,1,47,30,Jolly Artist 661
1,98528,16985,198,10,10247,7752,3709,2,2,59,40,Thoughtful Koala 383
2,10380,19941,391,21,19524,23104,10264,1,2,28,30,Noble Cheetah 348
1,45649,30851,12,55,7808,23587,40146,2,2,43,30,Witty Zebra 168
3,84033,983,205,123,9929,19560,45318,2,1,73,21,Xenial Dragon 672
8,42733,15572,481,0,41312,7259,5685,1,2,52,30,Gentle Unicorn 166
3,25626,27780,141,166,27553,16183,44232,4,1,48,40,Energetic Panda 155
3,41986,42517,370,24,3423,3151,11140,3,1,30,50,Fancy Narwhal 544
4,82565,4216,499,45,25191,24145,9272,4,2,62,21,Youthful Jaguar 906
2,5444,46988,488,176,11981,28905,43042,4,1,24,21,Brave Narwhal 493
7,49389,13515,316,194,7386,3588,27183,3,2,51,30,Witty Jaguar 30
5,20157,24226,374,62,48207,21727,16501,3,1,43,30,Optimistic Narwhal 453
4,6967,5892,490,115,11135,3079,41245,3,1,45,30,Calm Panda 572
4,78770,39433,480,154,668,24698,45105,2,1,52,56,Merry Lion 10
5,2434,39304,271,147,45903,26913,47951,2,2,41,40,Noble Horse 633
3,42081,46158,127,60,24795,898,3173,4,1,34,30,Jolly Dragon 993
6,55005,30834,327,4,30372,13584,17025,1,1,49,56,Delightful Monkey 383
7,18115,46388,439,3,8461,4496,9350,2,1,21,21,Fancy Owl 439
2,90046,41238,427,23,294,24119,22439,2,2,47,40,Unique Rabbit 905
5,41459,21041,374,110,21772,21368,42404,2,1,52,56,Delightful Yak 238
1,19028,45718,31,191,42668,26284,12280,2,2,30,21,Unique Koala 757
7,61507,14937,225,191,15593,24465,24851,3,1,52,50,Merry Panda 275
1,64305,22569,93,97,31782,16778,44713,4,1,66,50,Witty Zebra 114
6,39478,41233,215,99,39764,3446,29540,1,1,50,40,Happy Cheetah 13
9,4115,30930,189,7,47807,24969,16582,1,2,34,56,Proud Wolf 720
9,66503,16894,414,5,28551,14830,21969,4,2,59,56,Proud Jaguar 289
3,24539,44788,272,26,20717,14217,43145,2,2,39,21,Inventive Wolf 451
9,15843,866,453,20,12775,13594,32911,2,2,45,50,Silly Narwhal 750
5,82273,42629,94,110,48637,19704,29050,2,1,65,50,Jolly Bear 655
10,50920,12848,443,87,37503,6282,13786,2,2,57,30,Quiet Iguana 364
3,45345,49200,195,3,11013,21597,47977,2,1,41,56,Delightful Unicorn 368
6,75729,2516,444,118,8993,12119,48667,1,2,72,40,Rational Tiger 904
9,47598,7774,246,155,11050,20200,29665,1,1,51,50,Rational Giraffe 676
9,61572,13902,422,116,45821,27809,40788,2,1,69,40,Noble Zebra 747
5,41218,7025,200,0,30706,19470,12791,2,2,50,40,Calm Rabbit 263
7,88865,15427,107,129,43084,6617,32906,1,2,80,30,Delightful Jaguar 276
2,56991,29395,381,194,15297,22975,7392,1,2,39,50,Youthful Vulture 442
5,90349,6829,399,178,8800,22742,44480,2,2,71,40,Optimistic Monkey 193
5,89984,35358,129,181,6679,3468,37920,1,2,62,50,Inventive Horse 617
7,76099,22287,234,193,3588,6757,7699,1,2,48,30,Quiet Yak 675
4,55257,33629,177,159,15647,2788,6180,4,2,41,21,Thoughtful Xerus 443
3,65768,20317,294,72,40698,3032,6139,1,1,59,21,Silly Zebra 897
6,22986,27341,396,197,4562,19247,30423,3,2,33,21,Quiet Rabbit 850
7,91994,8908,165,104,6420,28331,35083,3,2,65,40,Brave Jaguar 841
3,86114,41068,195,104,35065,17034,8505,1,2,55,40,Noble Unicorn 937
4,78927,36254,397,40,15982,9126,12083,4,1,50,40,Fancy Lion 901
8,3523,11606,17,107,27377,7174,44982,4,2,48,50,Quiet Owl 270
9,20258,12006,324,56,34735,6220,3457,2,1,41,56,Kind Iguana 868
2,91753,11838,358,54,38093,6289,10288,4,2,72,50,Inventive Yak 846
7,81096,7934,85,172,23024,752,1102,1,2,61,21,Jolly Monkey 205
9,84770,27872,216,191,44943,2173,1949,2,2,64,56,Merry Yak 904
6,41052,9958,394,136,5121,3945,12212,4,1,43,30,Unique Jaguar 341
5,26381,22401,170,78,4880,13381,29085,1,2,37,56,Youthful Rabbit 158
3,89179,8186,33,61,12439,17799,30003,1,2,67,30,Optimistic Cheetah 120
2,37923,29106,68,171,1610,17652,8559,4,1,28,40,Noble Panda 564
5,30588,3659,144,138,25315,10892,13230,2,1,47,21,Brave Rabbit 715
9,30785,41148,426,35,21558,7731,36870,3,1,42,40,Quiet Quokka 592
8,88361,17449,21,97,49749,4669,24200,4,1,78,50,Calm Koala 759
3,18516,5457,105,115,24874,28683,35488,3,1,46,40,Witty Horse 175
6,83463,25181,207,104,46058,25901,42796,1,1,74,40,Inventive Giraffe 189
3,48279,45045,152,40,38005,15060,34007,4,2,50,56,Eager Monkey 633
2,26853,26347,240,63,46387,9356,10880,4,1,45,30,Kind Monkey 933
5,58839,31104,500,113,48875,1104,24991,4,2,63,21,Calm Eagle 483
3,28620,37058,268,136,3149,14619,30506,4,1,32,40,Youthful Narwhal 224
2,51974,2108,123,64,8062,23471,1593,2,1,42,40,Lively Squirrel 824
4,61754,41028,463,12,36662,19551,25333,2,2,52,30,Eager Eagle 746
8,58719,3135,164,92,26178,13482,10593,4,2,57,50,Energetic Bear 244
1,81807,5615,368,158,42727,14976,49079,2,1,85,50,Xenial Eagle 453
6,62258,5371,338,70,3349,20377,28728,1,2,54,56,Jolly Dragon 346
7,22843,48009,301,39,27898,9607,25222,4,1,34,30,Noble Owl 916
4,30194,26812,345,179,49983,7617,18813,2,1,51,40,Inventive Falcon 723
2,40816,564,14,7,6558,23100,21434,1,1,46,50,Calm Jaguar 456
6,77179,45800,267,44,15593,26886,10827,2,2,41,50,Energetic Jaguar 976
5,90514,48009,110,3,29772,5158,47175,4,2,69,21,Kind Unicorn 299
6,3429,48559,159,137,29710,26739,45317,4,1,31,21,Youthful Artist 450
9,99348,19918,74,192,46954,21603,16113,2,2,74,56,Proud Owl 330
2,49655,16381,109,197,26829,29078,49124,1,2,60,50,Delightful Rabbit 470
1,14043,33472,166,110,46995,14315,10289,2,1,36,50,Optimistic Dragon 124
8,56979,16256,99,166,2915,7556,8704,4,2,43,30,Zealous Eagle 372
5,46395,28146,307,166,44907,11074,6896,4,1,49,21,Brave Giraffe 111
4,5883,5470,66,41,32720,21907,33339,4,2,45,21,Youthful Koala 264
3,58185,14570,271,104,39219,20788,25207,3,1,61,50,Quiet Iguana 898
1,93226,45636,249,57,8520,9672,17014,2,2,51,56,Proud Giraffe 329
4,47790,1518,322,155,24214,3907,15651,1,1,57,50,Youthful Artist 609
3,23691,25425,169,154,1228,20445,28977,4,1,31,40,Delightful Dragon 150
4,67423,9317,407,56,38112,24557,29863,2,1,67,21,Quiet Panda 670
10,27495,42579,28,174,40731,26715,5530,2,2,31,21,Fancy Quokka 800
2,91604,26447,457,78,14315,14193,32416,1,2,64,30,Eager Panda 950
3,48228,48126,448,28,6480,25666,33782,3,1,35,56,Fancy Lion 191
7,78671,26178,216,184,33663,15750,45724,4,2,71,30,Gentle Quokka 100
10,5865,14876,225,50,17550,8530,40074,2,2,42,21,Silly Narwhal 50
7,73516,6728,114,168,36177,16952,43657,3,2,76,56,Happy Zebra 495
6,15650,1112,347,147,2006,4801,12256,4,1,35,50,Eager Horse 761
2,22554,23893,422,156,24726,20698,33549,2,2,42,50,Jolly Owl 124
8,86270,29537,104,140,15021,25322,41326,4,1,62,56,Unique Wolf 662
6,13269,8418,486,172,46652,3551,4788,3,1,46,40,Rational Horse 350
10,30176,17222,23,36,4572,14784,25826,1,1,38,50,Unique Rabbit 179
10,37621,19342,159,197,21125,27670,27013,4,1,44,30,Kind Unicorn 92
3,91091,17916,344,123,43831,7486,28756,2,1,78,50,Vibrant Wolf 717
7,15146,29981,474,111,31082,1484,49050,4,2,49,50,Merry Quokka 984
8,62077,26416,173,189,30455,18827,44501,2,1,62,40,Calm Panda 98
5,21088,25304,464,189,36846,2921,25949,4,1,47,50,Eager Eagle 160
2,29592,13750,421,193,20527,594,8597,2,2,42,30,Fancy Giraffe 798
4,45061,40225,459,182,47643,20544,45358,2,2,57,30,Lively Squirrel 372
10,55175,48909,111,111,21893,2764,17480,4,1,42,30,Eager Jaguar 488
5,18362,38495,379,199,35644,19471,40666,4,1,42,21,Delightful Tiger 626
3,59957,5235,44,14,47473,21034,47988,2,1,77,50,Quiet Narwhal 146
7,61117,48888,209,7,46351,14465,12341,1,1,49,50,Vibrant Rabbit 321
1,41445,33702,303,152,32231,14578,46462,4,2,54,56,Proud Owl 474
3,20871,4656,54,161,4307,14201,5749,1,2,32,40,Kind Quokka 482
6,34059,48469,472,73,49377,1537,19087,4,2,45,21,Xenial Eagle 649
6,10706,31063,22,14,7650,20288,36176,3,1,30,50,Optimistic Xerus 829
6,74739,1733,36,127,18486,2310,43051,1,2,75,30,Kind Eagle 620
6,2447,11615,78,28,2717,15508,10482,2,1,23,21,Xenial Giraffe 751
5,33847,26204,375,102,30658,13300,42533,2,1,53,21,Zealous Dragon 556
1,92510,47208,206,155,40643,7010,40592,1,1,71,30,Optimistic Cheetah 257
8,19564,3004,281,114,2581,21549,18388,1,2,35,56,Fancy Falcon 103
5,52828,22915,299,106,41463,18011,5295,3,1,50,50,Energetic Horse 86
4,15775,4981,353,127,27718,4266,37735,3,2,53,40,Silly Zebra 401
3,95027,20981,413,16,36761,3615,26451,4,2,76,56,Delightful Eagle 554
8,82237,7250,119,71,13483,25766,45415,1,2,69,40,Silly Jaguar 565
3,31950,41471,302,169,43812,28303,46491,3,2,49,40,Calm Artist 448
2,75443,15805,244,155,16154,20097,32374,4,1,61,50,Jolly Unicorn 251
1,57168,38433,164,177,27923,6853,31595,2,2,53,21,Lively Bear 288
7,22944,6107,313,151,7401,11056,4350,3,2,34,30,Unique Cheetah 887
5,14304,48064,248,94,657,23441,4518,1,1,10,40,Optimistic Iguana 110
1,25675,28261,298,65,15989,16577,13511,4,2,32,56,Rational Bear 1
9,63270,12231,237,107,39691,10471,48039,4,2,75,50,Kind Eagle 788
10,95523,40207,259,79,41837,5799,27747,3,1,71,50,Unique Koala 18
2,77911,29079,69,191,35283,22692,17932,3,1,58,56,Gentle Eagle 617
3,90443,12516,424,193,2639,14514,16883,1,1,58,40,Inventive Falcon 270
2,20214,33229,40,132,37663,26879,19100,1,1,36,40,Vibrant Giraffe 389
8,91544,31831,303,125,39883,10979,15254,1,2,66,40,Youthful Monkey 292
1,9384,48102,205,182,44367,12891,23386,2,1,33,56,Jolly Falcon 70
2,94475,36067,107,111,38412,19132,43397,3,1,73,40,Optimistic Horse 68
9,14980,33369,227,97,46493,19628,38171,4,2,46,56,Lively Tiger 671
5,36791,15936,221,174,30094,24607,43337,3,1,55,50,Vibrant Koala 236
2,35210,38926,286,171,14629,28326,17844,2,1,30,56,Gentle Dragon 816
6,33656,4809,120,77,5625,8384,47998,1,1,54,30,Brave Tiger 115
5,73925,6298,357,195,41589,3657,5699,4,2,67,21,Rational Unicorn 627
10,84108,9446,422,62,22442,25184,28446,4,2,67,21,Brave Rabbit 551
9,57477,30543,352,128,36753,3155,39519,1,2,63,30,Merry Squirrel 230
9,55061,9969,430,170,48341,3285,9972,3,1,63,56,Zealous Horse 855
10,26869,508,254,117,19612,13837,29997,1,2,51,21,Energetic Monkey 792
3,90429,29351,11,119,24867,12436,27424,1,1,65,30,Brave Wolf 689
4,56913,14552,300,20,37662,19798,5541,4,1,53,40,Gentle Squirrel 780
3,41720,32122,493,64,3544,16942,17814,1,2,33,30,Noble Lion 770
2,56390,24258,167,83,11983,13911,49803,4,1,57,21,Merry Cheetah 800
7,11342,43232,498,74,24396,5991,18209,4,2,28,56,Rational Eagle 759
9,12032,1666,88,61,40886,20438,39175,4,1,54,56,Xenial Panda 93
9,92801,28567,35,4,11477,14588,10646,4,2,54,56,Calm Artist 481
6,22637,23969,173,65,33395,7735,48206,3,1,54,21,Witty Panda 549
9,27758,33918,194,172,38106,9505,19045,1,1,42,40,Xenial Dragon 814
2,56167,28675,215,144,48624,22173,4758,4,1,51,56,Silly Quokka 93
10,49199,47952,272,21,27990,20308,13452,3,2,37,50,Unique Horse 393
8,56018,12953,187,21,17628,7949,21325,3,2,54,40,Fancy Unicorn 650
5,37177,33826,417,102,1345,25751,19100,3,1,29,30,Delightful Yak 783
7,41116,39773,132,119,7793,28805,48434,1,1,40,50,Silly Giraffe 613
5,17711,26475,300,12,2210,18840,37739,3,1,33,40,Vibrant Xerus 617
3,50205,14388,337,163,29698,21994,18665,4,1,52,21,Happy Owl 802
1,42873,17903,193,26,44146,27252,3275,1,1,46,50,Thoughtful Wolf 557
8,94068,23008,111,176,49974,26198,15829,4,2,70,40,Thoughtful Squirrel 194
2,13849,5872,402,168,399,2834,35785,2,1,41,40,Kind Monkey 627
1,61958,16278,183,139,38631,12500,14495,3,2,59,40,Rational Koala 894
2,96686,3951,136,137,20256,24777,26427,1,2,72,40,Kind Squirrel 791
2,10698,22837,384,111,2965,1311,38828,4,2,36,56,Unique Bear 244
3,72391,12303,220,89,15984,20354,31173,1,1,61,50,Eager Tiger 254
2,86686,28595,386,136,20448,25208,46030,1,1,66,40,Unique Bear 312
2,33891,43352,372,175,44126,25750,46724,2,2,50,30,Gentle Rabbit 751
6,57367,10319,19,42,25609,2556,6959,2,2,54,40,Gentle Unicorn 504
6,9873,19347,366,144,31636,23228,7815,3,2,31,56,Fancy Vulture 37
6,34369,7027,111,39,18727,29828,47950,4,1,54,50,Witty Panda 376
8,25634,24597,328,179,31561,3672,20118,4,2,44,50,Gentle Yak 641
9,68851,23677,167,117,34762,26348,20827,4,2,57,40,Rational Dragon 316
10,6513,24215,269,23,35935,4009,40352,1,1,46,40,Brave Lion 661
7,48840,49405,277,0,14990,1135,43001,3,2,47,30,Merry Vulture 7
8,55831,1656,423,93,43491,21430,8612,4,2,60,50,Energetic Iguana 281
9,93194,17809,225,129,12754,10180,2165,4,2,57,50,Energetic Falcon 537
8,92191,32922,15,194,34006,18201,5005,2,2,58,50,Delightful Xerus 54
6,1653,10128,374,73,11209,8113,42460,1,2,41,21,Quiet Cheetah 588
7,58522,35987,298,10,1871,27074,33030,1,2,41,50,Unique Unicorn 547
9,40579,6822,393,120,27680,10906,30176,1,1,57,50,Inventive Yak 457
1,54089,22779,196,34,7039,3088,2280,3,1,40,30,Happy Giraffe 877
10,65310,33596,429,196,17688,2946,43135,2,1,59,30,Happy Narwhal 415
9,28163,6272,485,78,4530,4608,16236,4,1,40,56,Eager Giraffe 592
6,76354,45960,81,109,48207,8867,30364,2,2,64,30,Quiet Tiger 799
10,92131,18018,471,53,30569,17008,42197,2,1,76,50,Eager Lion 919
4,88990,43984,233,181,24914,26356,13889,4,1,51,50,Inventive Eagle 717
10,75779,36578,383,15,27408,23821,11228,1,2,49,50,Brave Bear 661
9,52921,9123,16,49,21591,25162,12914,3,2,49,30,Noble Rabbit 286
2,49034,46349,381,8,45588,5477,37706,4,1,56,40,Calm Iguana 567
3,74755,16103,163,188,771,2648,28335,2,1,57,21,Lively Wolf 538
5,77500,24754,359,71,21895,11258,1721,2,2,51,56,Zealous Vulture 202
4,2200,36083,87,63,8444,16476,5740,2,2,14,40,Energetic Jaguar 966
5,4745,46469,404,167,20860,29345,49631,1,1,30,21,Vibrant Wolf 697
7,48278,16117,118,177,9004,27496,15410,3,1,40,30,Eager Tiger 778
6,86769,43817,241,126,23137,19558,36462,2,2,59,56,Eager Yak 878
5,22286,7731,28,172,10223,16808,13217,2,2,36,56,Calm Dragon 992
6,15214,44150,344,189,8324,16697,46244,1,2,31,30,Inventive Quokka 626
1,93383,40190,57,86,44312,1320,12659,2,2,66,40,Delightful Artist 477
6,89220,16733,353,105,26455,19760,38517,4,1,72,21,Gentle Cheetah 23
3,27599,14774,213,37,36007,952,49059,1,2,62,50,Jolly Falcon 225
2,84188,37703,235,179,4213,12324,4554,3,1,43,50,Xenial Xerus 216
2,75944,16517,105,127,10655,14472,15068,4,1,54,21,Brave Jaguar 871
2,99544,37429,340,187,45311,8606,48048,4,1,81,50,Kind Falcon 400
8,17174,33087,47,75,37771,22228,30350,2,2,40,40,Xenial Horse 136
3,89842,30091,479,195,18788,27972,20322,2,1,56,30,Merry Falcon 296
10,6641,14473,295,113,48835,10323,41354,3,1,54,50,Quiet Falcon 384
1,67633,32345,90,146,43594,1913,36825,3,1,68,30,Vibrant Unicorn 966
6,67247,26165,320,127,42210,22641,3109,3,2,53,50,Fancy Narwhal 63
6,91654,1854,248,9,48005,28677,26673,3,2,80,50,Youthful Wolf 156
3,23560,45640,373,56,19743,20125,12464,3,1,25,56,Happy Tiger 542
5,17992,24682,310,187,41696,18621,43315,4,1,50,50,Unique Artist 301
7,51838,43954,37,114,49989,14345,28994,4,2,54,56,Energetic Unicorn 530
10,95305,1335,443,19,34367,9398,3248,2,1,72,21,Lively Wolf 575
7,28608,39285,480,128,36468,25064,16840,4,1,36,50,Rational Vulture 553
4,79870,47723,360,77,37556,7444,8317,4,2,53,50,Proud Yak 149
6,32674,17215,12,164,26648,18085,8550,4,1,40,50,Brave Artist 368
9,26257,30426,199,44,23025,12302,11241,1,1,34,56,Quiet Squirrel 521
3,68726,594,359,199,9148,15487,18661,2,2,58,50,Proud Dragon 607
10,77369,18543,470,159,41378,2620,34858,3,1,75,40,Lively Owl 480
4,2293,18814,350,14,11633,5942,18610,1,2,29,21,Thoughtful Tiger 104
4,58776,45559,186,43,16556,20516,12139,3,1,36,30,Kind Yak 401
